customer_id,age,gender,region,tenure_months,monthly_charges,total_spend,contract_type,payment_method,support_tickets,login_frequency,last_login_days,products_used,discount_usage,complaints,satisfaction_score,marketing_emails_opened,monthly_orders,avg_order_value,preferred_login_device,preferred_order_cat,churn
CP-25123,64,Male,Europe,11.0,53.49,545.93,One Year,UPI/Digital Wallet,2,9,29,1,,0,2,14,6,66.9,Mobile App,Fashion,0
CP-25124,21,Male,North America,31.0,91.26,3024.55,Month-to-Month,Electronic Check,1,18,6,3,Moderate,0,4,27,7,41.44,Mobile App,Fashion,0
CP-25125,53,Male,North America,10.0,89.9,951.69,Month-to-Month,Bank Transfer,2,29,15,1,High,0,4,2,6,59.74,Mobile App,Electronics,0
CP-25126,69,Male,North America,45.0,82.42,3660.11,One Year,Electronic Check,2,1,17,1,Low,0,2,26,5,44.67,Mobile App,Fashion,0
CP-25127,27,Male,North America,34.0,65.98,2090.49,Month-to-Month,Credit Card,0,9,4,2,Moderate,0,2,0,2,25.2,Mobile App,Electronics,0
CP-25128,45,Female,Latin America,4.0,91.47,381.61,Two Year,Credit Card,3,10,12,1,Moderate,0,5,25,5,60.84,Mobile App,SaaS Subscriptions,0
CP-25129,23,Other,Asia Pacific,4.0,104.74,390.29,Month-to-Month,Credit Card,3,30,34,3,Moderate,0,5,4,2,67.49,Desktop,Fashion,0
CP-25130,44,Male,North America,6.0,18.0,105.59,Month-to-Month,Bank Transfer,1,16,8,2,High,0,2,4,4,50.91,Mobile App,Electronics,0
CP-25131,29,Male,North America,9.0,119.22,994.68,Month-to-Month,Electronic Check,1,32,18,3,Moderate,0,1,15,7,32.91,Mobile App,SaaS Subscriptions,1
CP-25132,69,Male,Europe,16.0,44.31,716.56,One Year,Electronic Check,2,15,49,1,Low,0,1,16,0,44.68,Mobile App,Electronics,1
CP-25133,65,Male,Europe,3.0,87.72,257.83,Month-to-Month,Electronic Check,3,39,12,2,Moderate,1,5,14,7,28.34,Mobile App,Home & Living,0
CP-25134,20,Male,Asia Pacific,14.0,96.73,1430.91,Month-to-Month,Electronic Check,1,8,19,3,Moderate,1,3,26,5,41.35,Mobile App,Electronics,1
CP-25135,63,Male,Europe,16.0,79.8,1291.19,One Year,Electronic Check,3,20,7,2,High,0,1,23,6,48.04,Desktop,Home & Living,0
CP-25136,50,Female,Latin America,20.0,72.01,1478.11,Month-to-Month,Bank Transfer,5,20,5,3,,0,3,21,6,38.48,Mobile App,SaaS Subscriptions,0
CP-25137,27,Male,North America,15.0,55.64,790.58,Two Year,UPI/Digital Wallet,3,36,8,1,Moderate,1,4,25,3,51.88,Desktop,Fashion,0
CP-25138,48,Female,Europe,32.0,85.36,2869.51,Month-to-Month,Electronic Check,0,3,8,1,Moderate,1,3,13,4,41.28,Mobile App,Electronics,1
CP-25139,32,Male,Latin America,19.0,91.75,1860.07,Two Year,Bank Transfer,0,22,1,2,,0,2,1,7,21.43,Mobile App,Electronics,0
CP-25140,24,Male,North America,47.0,79.92,3904.62,Month-to-Month,UPI/Digital Wallet,2,2,0,1,Moderate,0,5,23,6,25.73,Desktop,Grocery,0
CP-25141,53,Female,Europe,22.0,31.24,640.33,Month-to-Month,Electronic Check,1,1,29,1,,0,3,25,4,30.46,Mobile App,SaaS Subscriptions,1
CP-25142,31,Male,North America,11.0,91.97,1061.68,One Year,Electronic Check,5,17,13,3,Low,0,4,25,3,38.42,Desktop,Home & Living,0
CP-25143,65,Female,Europe,5.0,71.41,370.15,One Year,Bank Transfer,1,37,10,1,,1,4,24,3,52.5,Mobile App,Grocery,0
CP-25144,31,Male,North America,1.0,72.88,72.88,Month-to-Month,Electronic Check,1,36,11,1,Low,0,3,8,7,41.94,Mobile App,Electronics,0
CP-25145,20,Female,Latin America,2.0,78.55,149.28,One Year,Credit Card,0,24,24,1,Low,0,5,6,2,45.82,Mobile App,Fashion,0
CP-25146,66,Other,Latin America,4.0,72.87,309.14,Month-to-Month,Credit Card,2,22,3,2,,0,3,26,1,40.21,Mobile App,Fashion,0
CP-25147,70,Male,Asia Pacific,5.0,38.05,178.95,Two Year,Bank Transfer,1,17,15,2,,0,3,15,6,38.53,Mobile App,Electronics,0
CP-25148,63,Male,Europe,25.0,63.97,1476.74,One Year,Credit Card,1,26,60,2,Moderate,0,2,18,4,55.53,Mobile App,Fashion,0
CP-25149,67,Female,Middle East,9.0,79.56,688.57,Month-to-Month,Credit Card,2,27,7,2,Moderate,0,4,2,3,42.47,Mobile App,SaaS Subscriptions,0
CP-25150,20,Male,Asia Pacific,8.0,56.14,446.01,Month-to-Month,Bank Transfer,0,2,24,2,,0,2,3,3,48.39,Desktop,Fashion,1
CP-25151,39,Female,Europe,1.0,100.31,100.38,Two Year,Credit Card,2,18,9,1,,0,1,3,0,44.33,Mobile App,Home & Living,0
CP-25152,36,Male,North America,14.0,109.01,1563.93,Two Year,UPI/Digital Wallet,7,1,1,4,High,0,3,10,7,40.96,Mobile App,SaaS Subscriptions,0
CP-25153,52,Male,Asia Pacific,18.0,115.27,2203.87,Month-to-Month,Bank Transfer,1,29,7,3,Moderate,0,3,4,2,32.75,Mobile App,Fashion,0
CP-25154,29,Male,Asia Pacific,38.0,109.94,4403.94,Month-to-Month,Bank Transfer,6,2,6,2,Moderate,1,4,20,4,44.33,Desktop,Grocery,0
CP-25155,22,Female,North America,13.0,37.7,518.01,Month-to-Month,Credit Card,1,19,6,5,Moderate,0,5,4,1,52.11,Mobile App,Fashion,0
CP-25156,27,Male,Europe,1.0,76.69,76.69,One Year,UPI/Digital Wallet,2,39,22,1,Moderate,0,2,6,8,54.47,Desktop,Home & Living,0
CP-25157,58,Male,Middle East,2.0,97.56,180.43,One Year,Credit Card,2,15,23,1,High,0,3,17,4,38.53,Mobile App,Grocery,0
CP-25158,50,Female,North America,6.0,81.15,484.33,Two Year,Electronic Check,3,2,12,5,,0,3,19,7,53.85,Mobile App,Home & Living,0
CP-25159,30,Male,North America,3.0,116.31,335.73,One Year,UPI/Digital Wallet,2,31,44,1,Low,0,3,29,3,58.2,Mobile App,Home & Living,0
CP-25160,52,Male,Latin America,27.0,26.85,761.38,Month-to-Month,Credit Card,1,3,22,3,Low,1,3,29,2,38.91,Desktop,Fashion,1
CP-25161,68,Male,North America,3.0,92.08,292.71,Month-to-Month,Credit Card,0,39,3,1,Low,0,5,2,5,55.92,Mobile App,Electronics,0
CP-25162,49,Female,Latin America,4.0,45.85,182.43,One Year,Credit Card,2,29,36,1,,0,2,27,5,52.91,Tablet,Electronics,0
CP-25163,28,Female,Asia Pacific,20.0,82.99,1698.95,Month-to-Month,Bank Transfer,3,35,23,3,,0,3,28,5,56.21,Mobile App,Grocery,0
CP-25164,65,Male,Europe,5.0,18.0,86.15,Two Year,Electronic Check,2,22,8,2,Low,0,4,19,4,47.09,Mobile App,Fashion,0
CP-25165,55,Male,North America,63.0,89.73,5723.8,Month-to-Month,Bank Transfer,2,5,4,5,Low,0,2,28,6,51.75,Mobile App,Fashion,0
CP-25166,41,Female,North America,36.0,127.1,4709.31,Month-to-Month,Electronic Check,3,30,25,1,Moderate,0,4,12,8,50.51,Desktop,Fashion,0
CP-25167,52,Female,Europe,25.0,86.7,2121.31,Month-to-Month,Electronic Check,3,32,5,5,,0,1,12,7,64.06,Desktop,Home & Living,0
CP-25168,36,Male,Asia Pacific,8.0,88.5,722.02,Month-to-Month,Credit Card,2,38,4,3,High,0,5,28,3,35.82,Mobile App,Grocery,0
CP-25169,23,Male,Europe,2.0,65.26,120.81,Month-to-Month,Electronic Check,3,30,30,1,Low,1,1,2,3,51.13,Mobile App,Electronics,1
CP-25170,57,Male,Asia Pacific,8.0,99.65,833.77,Month-to-Month,Credit Card,0,30,7,4,Moderate,0,1,1,1,24.35,Mobile App,Electronics,0
CP-25171,62,Female,Asia Pacific,9.0,90.22,819.12,Month-to-Month,Electronic Check,2,20,12,1,Low,0,2,15,3,48.03,Mobile App,Grocery,1
CP-25172,61,Other,Europe,3.0,71.8,199.89,Month-to-Month,Electronic Check,2,6,6,4,,0,5,2,7,28.77,Mobile App,SaaS Subscriptions,1
CP-25173,59,Male,Middle East,3.0,69.15,205.99,Month-to-Month,UPI/Digital Wallet,3,37,3,1,,0,2,21,5,31.21,Mobile App,Home & Living,0
CP-25174,52,Male,Asia Pacific,20.0,96.23,1956.18,Month-to-Month,UPI/Digital Wallet,1,2,6,1,,0,1,7,10,47.24,Mobile App,SaaS Subscriptions,1
CP-25175,21,Male,Latin America,5.0,69.54,324.23,Month-to-Month,Electronic Check,5,25,10,3,Low,0,1,15,6,34.42,Mobile App,Fashion,1
CP-25176,50,Male,North America,21.0,110.06,2490.77,Two Year,Bank Transfer,1,21,20,2,Low,0,3,1,3,46.56,Mobile App,Fashion,0
CP-25177,30,Male,Asia Pacific,15.0,66.58,1037.49,One Year,Credit Card,3,29,35,3,Low,1,1,21,6,16.62,Mobile App,Electronics,0
CP-25178,53,Female,Europe,42.0,73.77,2978.84,Two Year,Bank Transfer,0,14,38,4,,0,4,2,4,57.42,Mobile App,Electronics,0
CP-25179,60,Male,Latin America,29.0,89.56,2721.61,Two Year,Electronic Check,4,1,13,2,Low,0,3,2,7,46.3,Mobile App,Fashion,0
CP-25180,36,Female,Europe,3.0,88.89,277.91,Month-to-Month,Credit Card,3,20,23,1,Moderate,0,2,25,5,44.86,Mobile App,Fashion,1
CP-25181,60,Male,North America,17.0,76.42,1243.04,One Year,UPI/Digital Wallet,2,25,35,1,Low,0,3,22,7,53.43,Desktop,Electronics,0
CP-25182,29,Female,Europe,20.0,73.3,1533.84,Month-to-Month,Electronic Check,0,1,3,1,,0,4,3,1,29.5,Desktop,Fashion,0
CP-25183,28,Female,North America,36.0,109.77,3687.34,Two Year,UPI/Digital Wallet,1,15,1,2,Moderate,0,2,8,8,43.34,Mobile App,Electronics,0
CP-25184,23,Male,North America,19.0,37.89,740.38,Month-to-Month,UPI/Digital Wallet,4,17,6,1,Moderate,0,3,15,3,38.55,Desktop,Home & Living,0
CP-25185,29,Female,Europe,3.0,107.65,329.23,Month-to-Month,Electronic Check,4,1,20,2,,0,1,13,3,18.19,Mobile App,Grocery,1
CP-25186,44,Male,Latin America,6.0,26.65,171.53,Two Year,Electronic Check,3,29,19,5,Low,0,4,16,5,61.1,Mobile App,Electronics,0
CP-25187,58,Female,North America,19.0,88.26,1714.07,Two Year,Electronic Check,4,36,1,2,Moderate,0,2,2,4,25.2,Tablet,Grocery,0
CP-25188,42,Female,North America,44.0,67.61,2902.96,Month-to-Month,Electronic Check,4,14,3,2,Low,0,1,0,6,54.78,Mobile App,Electronics,0
CP-25189,59,Male,Latin America,40.0,58.39,2346.27,Month-to-Month,Credit Card,1,15,6,2,Moderate,0,2,6,3,44.36,Desktop,Electronics,0
CP-25190,20,Female,North America,9.0,131.75,1277.3,Two Year,UPI/Digital Wallet,2,23,19,2,High,0,3,13,6,18.11,Desktop,Grocery,0
CP-25191,20,Female,Middle East,32.0,51.05,1539.4,Month-to-Month,Credit Card,5,38,8,4,,1,4,16,5,54.79,Desktop,Home & Living,0
CP-25192,37,Other,North America,13.0,48.75,650.96,Two Year,UPI/Digital Wallet,1,27,25,5,Moderate,0,1,19,5,47.19,Mobile App,Grocery,0
CP-25193,45,Female,Europe,12.0,55.87,696.53,Two Year,Credit Card,1,25,20,1,High,0,4,25,7,54.81,Mobile App,Fashion,0
CP-25194,40,Male,North America,8.0,116.67,977.69,Month-to-Month,Credit Card,1,12,28,1,,0,5,26,5,45.43,Mobile App,Home & Living,1
CP-25195,65,Female,Middle East,21.0,81.4,1810.74,Month-to-Month,UPI/Digital Wallet,1,23,21,3,High,0,2,21,7,40.16,Mobile App,SaaS Subscriptions,1
CP-25196,20,Female,Latin America,17.0,75.85,1322.67,Month-to-Month,Credit Card,1,36,2,2,Low,1,4,12,8,74.43,Mobile App,SaaS Subscriptions,0
CP-25197,59,Female,Asia Pacific,9.0,54.17,488.34,Month-to-Month,Credit Card,1,18,8,3,,1,4,9,4,51.12,Mobile App,Home & Living,1
CP-25198,41,Female,North America,26.0,32.64,841.66,Month-to-Month,Credit Card,1,18,14,4,,1,3,10,2,49.09,Mobile App,SaaS Subscriptions,0
CP-25199,60,Male,Middle East,9.0,59.69,519.77,One Year,Credit Card,2,15,15,1,High,1,4,29,3,38.05,Mobile App,Electronics,0
CP-25200,57,Male,Latin America,16.0,68.34,1166.44,Month-to-Month,Electronic Check,2,8,1,2,,1,3,1,3,50.68,Mobile App,Electronics,1
CP-25201,23,Female,Europe,9.0,67.86,583.44,Month-to-Month,Credit Card,3,25,8,2,Moderate,0,5,21,6,34.29,Desktop,Fashion,0
CP-25202,37,Female,Asia Pacific,3.0,76.7,242.97,Month-to-Month,Credit Card,1,6,0,1,Low,0,3,7,3,51.37,Desktop,Grocery,1
CP-25203,28,Male,Middle East,4.0,84.52,338.66,Month-to-Month,Bank Transfer,3,18,7,1,,0,4,1,5,63.85,Mobile App,Fashion,0
CP-25204,49,Female,Europe,20.0,50.52,949.14,One Year,Electronic Check,1,37,51,3,Moderate,0,2,12,6,29.19,Desktop,Electronics,1
CP-25205,44,Female,North America,31.0,80.48,2576.9,Two Year,Bank Transfer,1,5,5,3,Low,1,5,3,7,23.85,Mobile App,SaaS Subscriptions,0
CP-25206,38,Female,Latin America,12.0,57.97,705.86,Month-to-Month,Electronic Check,3,28,5,2,High,0,1,6,3,58.11,Desktop,Grocery,1
CP-25207,61,Female,Europe,8.0,69.31,518.65,Two Year,Bank Transfer,3,1,7,1,Low,0,1,1,4,34.67,Mobile App,Electronics,0
CP-25208,65,Female,Middle East,8.0,112.67,831.42,Month-to-Month,Bank Transfer,3,20,60,1,Low,0,2,9,3,64.86,Mobile App,Home & Living,1
CP-25209,67,Female,Europe,17.0,40.38,644.92,Two Year,UPI/Digital Wallet,2,22,3,4,High,1,3,8,5,52.9,Mobile App,Home & Living,0
CP-25210,30,Female,North America,12.0,107.8,1326.77,Month-to-Month,UPI/Digital Wallet,1,10,29,1,Moderate,1,4,14,4,27.04,Mobile App,SaaS Subscriptions,1
CP-25211,39,Male,Europe,1.0,102.5,102.5,Two Year,UPI/Digital Wallet,2,24,13,3,Low,0,1,4,4,24.35,Desktop,SaaS Subscriptions,0
CP-25212,52,Male,Asia Pacific,27.0,34.78,876.81,Two Year,Credit Card,3,4,2,1,Low,0,3,21,3,49.1,Desktop,Grocery,0
CP-25213,64,Male,North America,3.0,55.72,170.82,One Year,Bank Transfer,2,24,0,5,Low,0,5,16,3,35.94,Desktop,SaaS Subscriptions,0
CP-25214,39,Male,Europe,21.0,62.47,1296.03,Month-to-Month,Bank Transfer,3,28,32,3,Moderate,1,1,15,4,16.92,Mobile App,Electronics,1
CP-25215,45,Male,North America,8.0,45.61,373.54,Month-to-Month,Credit Card,4,26,13,1,Low,1,5,23,2,82.81,Desktop,Home & Living,0
CP-25216,38,Female,Europe,16.0,84.89,1419.25,One Year,Bank Transfer,2,15,1,1,Moderate,0,2,29,4,32.06,Desktop,Electronics,0
CP-25217,63,Female,Middle East,35.0,58.84,1902.52,Month-to-Month,Credit Card,5,7,15,5,,0,5,16,5,46.7,Mobile App,Grocery,0
CP-25218,35,Male,Europe,4.0,29.62,110.05,One Year,Bank Transfer,1,33,5,1,Moderate,0,2,27,5,37.73,Mobile App,Electronics,0
CP-25219,48,Female,Asia Pacific,28.0,72.09,2098.86,One Year,Bank Transfer,4,6,33,2,Moderate,0,2,18,4,18.18,Mobile App,SaaS Subscriptions,0
CP-25220,63,Male,Europe,1.0,68.61,68.61,Month-to-Month,Credit Card,3,29,31,4,High,0,1,12,3,34.08,Tablet,Electronics,1
CP-25221,54,Male,Europe,46.0,65.65,3048.74,Month-to-Month,Credit Card,3,26,1,5,Low,0,3,29,3,39.58,Desktop,Fashion,0
CP-25222,38,Female,Europe,5.0,38.47,201.59,Month-to-Month,Credit Card,5,33,7,3,Low,0,5,0,3,28.75,Desktop,Fashion,0
CP-25223,31,Male,Asia Pacific,29.0,89.52,2413.23,One Year,Electronic Check,4,30,3,1,,1,2,13,1,46.82,Mobile App,SaaS Subscriptions,0
CP-25224,42,Female,Latin America,2.0,53.73,110.6,Month-to-Month,Credit Card,2,22,11,1,Moderate,1,4,1,1,36.06,Mobile App,Fashion,0
CP-25225,44,Male,Asia Pacific,8.0,76.27,572.25,Month-to-Month,UPI/Digital Wallet,3,35,5,2,Low,0,4,10,1,31.42,Mobile App,Fashion,0
CP-25226,57,Female,Middle East,19.0,99.61,1954.92,Month-to-Month,Electronic Check,1,31,7,4,Low,0,2,2,5,30.81,Tablet,Home & Living,1
CP-25227,40,Female,Asia Pacific,20.0,61.24,1282.17,One Year,Bank Transfer,5,28,42,3,Low,0,4,1,4,24.23,Mobile App,Electronics,0
CP-25228,48,Male,North America,22.0,113.72,2345.2,Two Year,Electronic Check,6,28,5,1,High,0,2,14,5,43.76,Mobile App,Grocery,0
CP-25229,64,Female,Europe,8.0,52.35,444.37,Two Year,Electronic Check,0,34,18,5,High,0,3,0,3,40.25,Mobile App,Electronics,0
CP-25230,46,Male,Latin America,20.0,132.96,2762.63,Month-to-Month,UPI/Digital Wallet,1,39,6,3,,0,3,11,4,73.98,Mobile App,SaaS Subscriptions,0
CP-25231,64,Female,Latin America,11.0,54.93,588.71,One Year,UPI/Digital Wallet,2,17,7,1,Low,1,2,25,5,17.19,Mobile App,Fashion,0
CP-25232,47,Female,Europe,16.0,63.76,943.04,Two Year,Credit Card,3,19,15,4,,0,4,15,2,66.22,Mobile App,Fashion,0
CP-25233,68,Female,Asia Pacific,15.0,91.49,1293.27,Month-to-Month,Credit Card,0,12,8,1,Low,0,3,24,7,55.37,Mobile App,Grocery,0
CP-25234,43,Male,Europe,4.0,65.98,259.32,Month-to-Month,Credit Card,1,26,11,1,Low,0,5,17,4,38.92,Mobile App,SaaS Subscriptions,0
CP-25235,37,Male,North America,34.0,90.06,3072.62,Two Year,Credit Card,1,38,2,1,Low,0,2,3,1,39.27,Mobile App,SaaS Subscriptions,0
CP-25236,55,Female,Latin America,37.0,67.05,2582.52,Two Year,UPI/Digital Wallet,0,28,11,2,Low,0,4,16,5,35.04,Mobile App,Grocery,0
CP-25237,36,Male,Latin America,5.0,78.96,405.57,Month-to-Month,Electronic Check,6,39,2,1,High,0,5,2,3,28.96,Mobile App,Electronics,0
CP-25238,44,Male,Europe,10.0,71.24,763.07,One Year,Credit Card,3,12,12,3,Low,0,1,4,6,61.54,Mobile App,Grocery,0
CP-25239,42,Female,North America,12.0,96.92,1183.58,Month-to-Month,UPI/Digital Wallet,1,16,14,2,Moderate,1,2,15,4,43.08,Mobile App,Fashion,1
CP-25240,57,Female,Asia Pacific,15.0,42.81,638.88,Month-to-Month,Electronic Check,5,4,2,1,Moderate,0,3,11,6,8.29,Mobile App,Electronics,1
CP-25241,55,Male,Europe,1.0,69.55,69.81,Month-to-Month,Electronic Check,1,35,3,3,,0,2,22,4,68.87,Mobile App,SaaS Subscriptions,0
CP-25242,69,Male,North America,26.0,78.25,1932.83,Month-to-Month,Credit Card,4,6,17,1,Moderate,0,2,15,3,43.87,Mobile App,Electronics,1
CP-25243,40,Female,North America,36.0,96.85,3599.28,Month-to-Month,Credit Card,0,3,13,1,Low,0,2,7,2,60.09,Tablet,Fashion,1
CP-25244,46,Female,North America,3.0,39.13,115.69,Month-to-Month,Bank Transfer,1,34,7,1,,0,2,4,4,24.09,Desktop,Electronics,0
CP-25245,32,Female,Asia Pacific,41.0,97.89,4231.66,Month-to-Month,Electronic Check,3,2,37,2,Moderate,1,4,29,9,52.28,Mobile App,Electronics,1
CP-25246,20,Male,North America,35.0,80.95,2721.88,Month-to-Month,Credit Card,0,23,27,1,High,1,3,20,5,53.65,Mobile App,Fashion,0
CP-25247,27,Male,North America,15.0,46.36,701.94,Two Year,Electronic Check,2,20,5,1,Moderate,1,3,3,7,34.6,Mobile App,SaaS Subscriptions,0
CP-25248,32,Male,Latin America,6.0,89.46,515.77,Month-to-Month,Electronic Check,3,13,12,1,Moderate,0,4,9,5,14.75,Desktop,Home & Living,1
CP-25249,33,Female,Middle East,5.0,63.02,323.29,One Year,Electronic Check,1,18,24,2,Low,0,1,8,5,45.78,Mobile App,Electronics,1
CP-25250,34,Male,North America,13.0,127.86,1747.89,One Year,Electronic Check,3,6,4,2,Low,0,4,28,5,70.25,Mobile App,Fashion,0
CP-25251,36,Female,North America,13.0,70.22,900.24,One Year,Bank Transfer,4,29,0,2,Low,0,4,27,4,59.71,Desktop,Fashion,0
CP-25252,28,Female,Europe,19.0,109.02,2016.71,Month-to-Month,Credit Card,3,37,1,3,High,0,3,4,2,30.94,Mobile App,Fashion,0
CP-25253,65,Female,North America,30.0,114.16,3644.76,Month-to-Month,Bank Transfer,1,20,14,4,High,0,2,2,8,44.13,Mobile App,Electronics,1
CP-25254,22,Male,North America,50.0,55.9,2779.59,Two Year,Bank Transfer,0,38,12,1,Moderate,1,2,7,3,37.31,Desktop,Grocery,0
CP-25255,22,Female,North America,29.0,82.74,2288.58,Month-to-Month,Bank Transfer,2,23,6,2,High,0,4,25,4,41.49,Mobile App,Electronics,0
CP-25256,31,Female,Latin America,44.0,122.52,5122.12,Month-to-Month,UPI/Digital Wallet,5,34,7,1,High,0,4,13,2,39.28,Mobile App,Fashion,0
CP-25257,67,Male,Middle East,13.0,123.05,1521.64,One Year,Electronic Check,3,22,31,2,Moderate,0,2,13,5,75.69,Mobile App,Fashion,1
CP-25258,43,Male,Asia Pacific,1.0,56.44,56.44,One Year,Electronic Check,2,8,7,3,Low,0,2,8,8,45.0,Mobile App,Home & Living,1
CP-25259,25,Female,Asia Pacific,1.0,104.37,104.37,Two Year,Credit Card,2,27,2,1,Low,0,1,29,4,38.6,Desktop,Grocery,0
CP-25260,22,Male,Asia Pacific,6.0,80.17,495.87,Month-to-Month,UPI/Digital Wallet,1,5,10,2,Low,1,1,11,7,74.81,Mobile App,Grocery,1
CP-25261,24,Male,Europe,18.0,53.04,950.97,Two Year,Electronic Check,2,32,0,2,High,0,3,14,2,56.37,Mobile App,SaaS Subscriptions,0
CP-25262,33,Male,Europe,8.0,53.07,437.42,One Year,Credit Card,4,20,5,2,,0,3,7,5,34.98,Desktop,Grocery,0
CP-25263,31,Male,Europe,4.0,101.81,395.24,Month-to-Month,Credit Card,4,34,8,2,Low,0,2,27,6,39.43,Mobile App,Electronics,1
CP-25264,54,Female,Asia Pacific,35.0,109.26,3773.82,Month-to-Month,Credit Card,2,36,43,5,Moderate,0,3,19,2,8.0,Mobile App,Home & Living,0
CP-25265,58,Female,North America,72.0,112.61,7324.291150000005,Month-to-Month,Credit Card,1,18,7,2,High,0,2,10,13,61.44,Desktop,Electronics,0
CP-25266,21,Female,North America,1.0,78.54,78.54,Month-to-Month,UPI/Digital Wallet,2,11,3,2,Low,0,3,14,3,43.7,Desktop,Home & Living,0
CP-25267,53,Female,Middle East,2.0,72.53,135.36,Two Year,Bank Transfer,2,15,5,1,High,0,3,23,6,23.68,Mobile App,Fashion,0
CP-25268,65,Female,North America,13.0,84.83,1053.49,One Year,Bank Transfer,2,26,13,2,Moderate,0,4,10,7,42.16,Desktop,Electronics,0
CP-25269,34,Female,North America,8.0,42.29,339.75,One Year,Credit Card,5,6,31,3,High,1,1,17,3,28.34,Mobile App,Electronics,1
CP-25270,64,Male,Europe,28.0,75.63,2261.15,Two Year,Bank Transfer,5,22,5,2,Low,0,5,22,6,35.95,Mobile App,Electronics,0
CP-25271,53,Female,North America,20.0,115.41,2230.43,Month-to-Month,Credit Card,2,21,0,1,,1,4,2,1,56.69,Mobile App,Electronics,0
CP-25272,23,Male,North America,2.0,77.83,155.37,Month-to-Month,UPI/Digital Wallet,4,23,7,2,Low,1,2,3,3,59.34,Desktop,Home & Living,1
CP-25273,33,Male,North America,15.0,100.24,1434.96,Month-to-Month,Bank Transfer,4,1,0,3,Moderate,0,3,25,5,36.02,Desktop,Fashion,1
CP-25274,46,Male,Europe,8.0,89.61,706.64,Two Year,Bank Transfer,3,32,29,2,,0,1,4,3,16.37,Desktop,Electronics,0
CP-25275,53,Male,North America,61.0,40.35,2307.44,Two Year,Electronic Check,1,3,1,4,High,0,3,9,3,22.64,Mobile App,SaaS Subscriptions,0
CP-25276,55,Male,Europe,12.0,92.55,1079.23,Two Year,Credit Card,4,17,1,2,Low,0,4,8,6,35.9,Mobile App,Fashion,0
CP-25277,54,Male,North America,48.0,90.74,4099.45,Month-to-Month,UPI/Digital Wallet,4,38,15,3,Low,0,5,17,7,49.47,Mobile App,Fashion,0
CP-25278,65,Female,North America,1.0,82.01,82.01,Month-to-Month,Credit Card,2,24,6,2,High,0,3,12,1,44.56,Mobile App,Fashion,1
CP-25279,65,Male,Latin America,2.0,79.65,149.22,Month-to-Month,Bank Transfer,1,1,2,1,,1,1,9,8,49.8,Desktop,Fashion,1
CP-25280,27,Female,Asia Pacific,9.0,84.42,788.05,Two Year,Credit Card,0,32,2,2,Low,0,4,19,2,47.77,Desktop,SaaS Subscriptions,0
CP-25281,58,Female,Asia Pacific,40.0,57.23,2269.04,Month-to-Month,Bank Transfer,1,19,44,5,High,0,1,28,9,61.86,Desktop,Electronics,1
CP-25282,53,Female,North America,15.0,57.63,817.13,Month-to-Month,Credit Card,1,14,0,2,Low,0,3,16,0,19.87,Mobile App,SaaS Subscriptions,0
CP-25283,46,Male,North America,32.0,46.46,1592.15,Month-to-Month,UPI/Digital Wallet,2,34,0,1,Low,0,3,10,2,37.44,Mobile App,Fashion,0
CP-25284,31,Female,Asia Pacific,7.0,62.53,440.48,Two Year,Credit Card,3,38,34,2,,0,4,16,5,8.0,Mobile App,Electronics,0
CP-25285,21,Male,North America,3.0,56.41,170.31,One Year,Bank Transfer,2,36,3,2,Moderate,0,4,22,7,54.9,Mobile App,Electronics,0
CP-25286,61,Female,Asia Pacific,6.0,57.32,345.63,One Year,Electronic Check,0,12,2,1,Moderate,0,2,14,4,52.99,Tablet,Fashion,0
CP-25287,59,Female,Europe,19.0,76.71,1430.83,One Year,Credit Card,3,33,1,2,High,0,3,4,4,62.59,Mobile App,SaaS Subscriptions,0
CP-25288,53,Male,Asia Pacific,37.0,51.44,1794.56,One Year,Electronic Check,1,24,14,2,Low,0,5,9,4,31.93,Desktop,Home & Living,0
CP-25289,67,Male,Europe,11.0,121.15,1312.51,Month-to-Month,Electronic Check,3,36,1,4,,0,4,12,2,48.67,Mobile App,Electronics,0
CP-25290,62,Male,Europe,4.0,47.6,189.56,Month-to-Month,Credit Card,2,16,2,2,Moderate,0,5,27,7,32.39,Mobile App,Fashion,0
CP-25291,30,Female,North America,19.0,74.67,1484.95,Month-to-Month,Credit Card,1,9,23,4,Low,0,1,6,3,46.3,Desktop,Electronics,1
CP-25292,63,Female,Asia Pacific,4.0,97.02,402.43,Month-to-Month,Bank Transfer,2,21,4,1,Low,0,2,20,4,45.14,Mobile App,Electronics,1
CP-25293,35,Female,Asia Pacific,16.0,82.93,1371.45,One Year,Credit Card,1,35,2,1,High,0,2,7,6,54.13,Mobile App,Home & Living,0
CP-25294,50,Male,North America,2.0,66.86,129.6,Month-to-Month,UPI/Digital Wallet,0,21,1,2,Low,0,4,1,3,76.76,Mobile App,Fashion,0
CP-25295,38,Male,Europe,31.0,81.83,2694.62,One Year,Electronic Check,0,9,20,2,Low,0,2,24,8,39.78,Tablet,Fashion,0
CP-25296,33,Male,Europe,30.0,103.88,3184.35,One Year,Credit Card,2,5,5,2,Low,0,4,21,1,17.1,Mobile App,Electronics,0
CP-25297,32,Female,Europe,15.0,76.71,1064.77,Month-to-Month,Bank Transfer,1,27,15,2,High,1,3,13,4,70.88,Mobile App,Grocery,0
